canceled_order_count,combination_id,direction,inventory_after,inventory_before,new_center,new_grid_num,new_step,old_center,old_grid_num,old_step,profile,reason,regrid_cost,regrid_timestamp,scenario,seed,status,symbol,window_key
0,11113,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11113-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,10,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11113,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11113-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,17,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11113,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11113-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,31,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11113,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11113-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,59,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11113,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11113-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,97,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11114-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,PRIMARY_ZERO_MAKER,3,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0,0,1413.0191050033447,6,0.002887562921072284,1413.0191050033447,6,0.002887562921072284,11114-N,session_has_fills_or_exposure,0.0,2026-05-17T23:35:00+00:00,PRIMARY_ZERO_MAKER,3,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11114-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,PRIMARY_ZERO_MAKER,10,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0,0,1413.0191050033447,6,0.002887562921072284,1413.0191050033447,6,0.002887562921072284,11114-N,session_has_fills_or_exposure,0.0,2026-05-17T23:35:00+00:00,PRIMARY_ZERO_MAKER,10,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11114-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,PRIMARY_ZERO_MAKER,17,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0,0,1413.0191050033447,6,0.002887562921072284,1413.0191050033447,6,0.002887562921072284,11114-N,session_has_fills_or_exposure,0.0,2026-05-17T23:35:00+00:00,PRIMARY_ZERO_MAKER,17,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11114-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,PRIMARY_ZERO_MAKER,31,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0,0,1413.0191050033447,6,0.002887562921072284,1413.0191050033447,6,0.002887562921072284,11114-N,session_has_fills_or_exposure,0.0,2026-05-17T23:35:00+00:00,PRIMARY_ZERO_MAKER,31,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11114-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,PRIMARY_ZERO_MAKER,59,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0,0,1413.0191050033447,6,0.002887562921072284,1413.0191050033447,6,0.002887562921072284,11114-N,session_has_fills_or_exposure,0.0,2026-05-17T23:35:00+00:00,PRIMARY_ZERO_MAKER,59,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11114-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,PRIMARY_ZERO_MAKER,97,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0,0,1413.0191050033447,6,0.002887562921072284,1413.0191050033447,6,0.002887562921072284,11114-N,session_has_fills_or_exposure,0.0,2026-05-17T23:35:00+00:00,PRIMARY_ZERO_MAKER,97,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11114-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,EXECUTION_STRESS,3,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0,0,1413.0191050033447,6,0.002887562921072284,1413.0191050033447,6,0.002887562921072284,11114-N,session_has_fills_or_exposure,0.0,2026-05-17T23:35:00+00:00,EXECUTION_STRESS,3,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11114-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,EXECUTION_STRESS,10,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0,0,1413.0191050033447,6,0.002887562921072284,1413.0191050033447,6,0.002887562921072284,11114-N,session_has_fills_or_exposure,0.0,2026-05-17T23:35:00+00:00,EXECUTION_STRESS,10,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11114-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,EXECUTION_STRESS,17,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0,0,1413.0191050033447,6,0.002887562921072284,1413.0191050033447,6,0.002887562921072284,11114-N,session_has_fills_or_exposure,0.0,2026-05-17T23:35:00+00:00,EXECUTION_STRESS,17,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11114-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,EXECUTION_STRESS,31,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0,0,1413.0191050033447,6,0.002887562921072284,1413.0191050033447,6,0.002887562921072284,11114-N,session_has_fills_or_exposure,0.0,2026-05-17T23:35:00+00:00,EXECUTION_STRESS,31,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11114-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,EXECUTION_STRESS,59,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0,0,1413.0191050033447,6,0.002887562921072284,1413.0191050033447,6,0.002887562921072284,11114-N,session_has_fills_or_exposure,0.0,2026-05-17T23:35:00+00:00,EXECUTION_STRESS,59,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11114-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,EXECUTION_STRESS,97,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0,0,1413.0191050033447,6,0.002887562921072284,1413.0191050033447,6,0.002887562921072284,11114-N,session_has_fills_or_exposure,0.0,2026-05-17T23:35:00+00:00,EXECUTION_STRESS,97,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11114-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,3,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0,0,1413.1627290426989,6,0.0029079678467756054,1413.1627290426989,6,0.0029079678467756054,11114-N,session_has_fills_or_exposure,0.0,2026-05-17T23:36:00+00:00,MAKER_PROMO_OFF,3,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11114-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,10,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0,0,1413.1627290426989,6,0.0029079678467756054,1413.1627290426989,6,0.0029079678467756054,11114-N,session_has_fills_or_exposure,0.0,2026-05-17T23:36:00+00:00,MAKER_PROMO_OFF,10,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11114-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,17,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0,0,1413.1627290426989,6,0.0029079678467756054,1413.1627290426989,6,0.0029079678467756054,11114-N,session_has_fills_or_exposure,0.0,2026-05-17T23:36:00+00:00,MAKER_PROMO_OFF,17,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11114-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,31,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0,0,1413.1627290426989,6,0.0029079678467756054,1413.1627290426989,6,0.0029079678467756054,11114-N,session_has_fills_or_exposure,0.0,2026-05-17T23:36:00+00:00,MAKER_PROMO_OFF,31,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11114-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,59,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0,0,1413.1627290426989,6,0.0029079678467756054,1413.1627290426989,6,0.0029079678467756054,11114-N,session_has_fills_or_exposure,0.0,2026-05-17T23:36:00+00:00,MAKER_PROMO_OFF,59,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11114-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,97,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11114,NEUTRAL,0,0,1413.1627290426989,6,0.0029079678467756054,1413.1627290426989,6,0.0029079678467756054,11114-N,session_has_fills_or_exposure,0.0,2026-05-17T23:36:00+00:00,MAKER_PROMO_OFF,97,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11115,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11115-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,PRIMARY_ZERO_MAKER,3,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11115,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11115-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,PRIMARY_ZERO_MAKER,10,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11115,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11115-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,PRIMARY_ZERO_MAKER,17,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11115,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11115-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,PRIMARY_ZERO_MAKER,31,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11115,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11115-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,PRIMARY_ZERO_MAKER,59,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11115,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11115-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,PRIMARY_ZERO_MAKER,97,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11115,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11115-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,EXECUTION_STRESS,3,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11115,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11115-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,EXECUTION_STRESS,10,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11115,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11115-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,EXECUTION_STRESS,17,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11115,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11115-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,EXECUTION_STRESS,31,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11115,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11115-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,EXECUTION_STRESS,59,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11115,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11115-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,EXECUTION_STRESS,97,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11115,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11115-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,3,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11115,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11115-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,10,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11115,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11115-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,17,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11115,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11115-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,31,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11115,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11115-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,59,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11115,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11115-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,97,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11121,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11121-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,PRIMARY_ZERO_MAKER,3,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11121,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11121-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,PRIMARY_ZERO_MAKER,10,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11121,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11121-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,PRIMARY_ZERO_MAKER,17,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11121,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11121-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,PRIMARY_ZERO_MAKER,31,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11121,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11121-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,PRIMARY_ZERO_MAKER,59,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11121,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11121-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,PRIMARY_ZERO_MAKER,97,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11121,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11121-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,EXECUTION_STRESS,3,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11121,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11121-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,EXECUTION_STRESS,10,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11121,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11121-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,EXECUTION_STRESS,17,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11121,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11121-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,EXECUTION_STRESS,31,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11121,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11121-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,EXECUTION_STRESS,59,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11121,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11121-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,EXECUTION_STRESS,97,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11121,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11121-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,3,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11121,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11121-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,10,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11121,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11121-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,17,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11121,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11121-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,31,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11121,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11121-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,59,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11121,NEUTRAL,-0.06,-0.06,1392.950072814152,5,0.005289471677530022,1392.950072814152,5,0.005289471677530022,11121-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,97,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11131,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11131-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,PRIMARY_ZERO_MAKER,3,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11131,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11131-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,PRIMARY_ZERO_MAKER,10,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,11131,NEUTRAL,0.05,0.05,1392.950072814152,6,0.004476679024162822,1392.950072814152,6,0.004476679024162822,11131-N,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,PRIMARY_ZERO_MAKER,17,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
