accepted_fill_count,baseline_atr,combination_id,cooldown_count,crossings_per_hour,direction,engine_mode,force_close_at,grid_count,grid_lower,grid_upper,inventory_drag,inventory_drag_ratio,inventory_forced_exit_count,inventory_realized_pnl,loss_component,max_drawdown,max_drawdown_pct,max_inventory_utilization,max_unpaired_lot_age,max_unpaired_lots,mean_inventory_utilization,net_capacity_per_hour,net_pnl,pair_completion_count,paired_grid_pnl,peak_negative_unrealized_pnl,pre_exit_inventory_notional,pre_exit_unrealized_pnl,profit_factor_component,profit_protection_close_count,profit_protection_reduce_count,profit_protection_suppress_count,reentry_count,regrid_count,rejected_fill_count,scenario,seed,session_count,step_pct,stop_loss_count,stopped_at_index,stopped_at_price,stopped_reason,symbol,take_profit_count,window_force_close_count,window_key
6,1.257857142857168,21112,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.0,0.0,0,0.7416000000000078,0.0,4.279600209848016,0.00855920041969603,0.48304479999999994,2942,3,0.22416370176510522,0.008515523437260452,1.8942448780036087,2,1.2636760707345638,3.8450000000000113,0.0,-0.0,1.8942448780036087,0,0,0,0,0,12,EXECUTION_STRESS,59,1,0.007806415624840302,1,,1358.1220320329182,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
6,1.257857142857168,21112,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.0,0.0,0,0.0,0.0,4.279600209848016,0.00855920041969603,0.48304479999999994,2939,3,0.2269385389680923,0.008515523437260452,2.015951417145193,3,2.004751626993193,3.8450000000000113,0.0,-0.0,2.015951417145193,0,0,0,0,0,11,EXECUTION_STRESS,97,1,0.007806415624840302,1,,1358.1220320329182,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
11,1.257857142857168,21112,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.8156492010274723,0.24682940075079096,0,-0.9381865272259255,0.0,4.057903408068547,0.008115806816137095,0.48304479999999994,2940,3,0.2317548989137814,0.007915523437260453,2.1587039307466696,5,3.3045058592958503,3.8446176115908677,81.69155079897251,-0.8156492010274723,2.1587039307466696,0,0,0,0,0,2,MAKER_PROMO_OFF,3,1,0.007806415624840302,1,,1359.4835578795678,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
9,1.257857142857168,21112,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.8156492010274723,0.30725546957700034,0,-0.9381865272259255,0.0,4.057903408068547,0.008115806816137095,0.48304479999999994,2941,3,0.23199504276985744,0.007915523437260453,1.5422564321274743,4,2.6546287431445217,3.8446176115908677,81.69155079897251,-0.8156492010274723,1.5422564321274743,0,0,0,0,0,3,MAKER_PROMO_OFF,10,1,0.007806415624840302,1,,1359.4835578795678,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
9,1.257857142857168,21112,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.8156492010274723,0.30725546957700034,0,-0.9381865272259255,0.0,4.057903408068547,0.008115806816137095,0.48304479999999994,2941,3,0.23146397718940936,0.007915523437260453,1.5422564321274743,4,2.6546287431445217,3.8446176115908677,81.69155079897251,-0.8156492010274723,1.5422564321274743,0,0,0,0,0,2,MAKER_PROMO_OFF,17,1,0.007806415624840302,1,,1359.4835578795678,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
9,1.257857142857168,21112,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.8156492010274723,0.30725546957700034,0,-0.9381865272259255,0.0,4.188703408068552,0.008377406816137103,0.48304479999999994,2941,3,0.22760837067209777,0.007915523437260453,1.5422564321274743,4,2.6546287431445217,3.8446176115908677,81.69155079897251,-0.8156492010274723,1.5422564321274743,0,0,0,0,0,6,MAKER_PROMO_OFF,31,1,0.007806415624840302,1,,1359.4835578795678,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
11,1.257857142857168,21112,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.8156492010274723,0.24682940075079096,0,-0.9381865272259255,0.0,4.057903408068547,0.008115806816137095,0.48304479999999994,2940,3,0.23192317345553293,0.007915523437260453,2.1587039307466696,5,3.3045058592958503,3.8446176115908677,81.69155079897251,-0.8156492010274723,2.1587039307466696,0,0,0,0,0,7,MAKER_PROMO_OFF,59,1,0.007806415624840302,1,,1359.4835578795678,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
7,1.257857142857168,21112,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.0,0.0,0,2.3299689156350722,0.0,4.057903408068547,0.008115806816137095,0.48304479999999994,2942,3,0.2315926558723693,0.007915523437260453,4.193686019891595,3,2.004751626993193,3.8446176115908677,81.69155079897251,-0.0,4.193686019891595,0,0,0,0,0,10,MAKER_PROMO_OFF,97,1,0.007806415624840302,1,,1359.4835578795678,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
23,1.257857142857168,21121,0,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.022439094856987363,0,-0.24630672774218054,0.0,4.027017611590866,0.008054035223181731,0.48304479999999994,2940,3,0.23392618073311117,0.008515523437260452,6.982561512916107,11,7.259416156506288,3.8446176115908677,83.412,-0.16289472774219121,6.982561512916107,0,0,0,0,0,5,PRIMARY_ZERO_MAKER,3,1,0.007806415624840302,0,,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
21,1.257857142857168,21121,0,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.024645399134134337,0,-0.24630672774218054,0.0,4.027017611590866,0.008054035223181731,0.48304479999999994,2941,3,0.23450279818236897,0.008515523437260452,6.332684396764779,10,6.609539040354959,3.8446176115908677,83.412,-0.16289472774219121,6.332684396764779,0,0,0,0,0,10,PRIMARY_ZERO_MAKER,10,1,0.007806415624840302,0,,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
21,1.257857142857168,21121,0,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.024645399134134337,0,-0.24630672774218054,0.0,4.027017611590866,0.008054035223181731,0.48304479999999994,2941,3,0.23601589154801575,0.008515523437260452,6.332684396764779,10,6.609539040354959,3.8446176115908677,83.412,-0.16289472774219121,6.332684396764779,0,0,0,0,0,12,PRIMARY_ZERO_MAKER,17,1,0.007806415624840302,0,,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
21,1.257857142857168,21121,0,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.024645399134134337,0,-0.24630672774218054,0.0,4.157817611590869,0.008315635223181739,0.48304479999999994,2941,3,0.23053826295062102,0.008515523437260452,6.332684396764779,10,6.609539040354959,3.8446176115908677,83.412,-0.16289472774219121,6.332684396764779,0,0,0,0,0,9,PRIMARY_ZERO_MAKER,31,1,0.007806415624840302,0,,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
23,1.257857142857168,21121,0,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.022439094856987363,0,-0.24630672774218054,0.0,4.027017611590866,0.008054035223181731,0.48304479999999994,2940,3,0.2346319301423811,0.008515523437260452,6.982561512916107,11,7.259416156506288,3.8446176115908677,83.412,-0.16289472774219121,6.982561512916107,0,0,0,0,0,14,PRIMARY_ZERO_MAKER,59,1,0.007806415624840302,0,,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
21,1.257857142857168,21121,0,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.024645399134134337,0,-0.24630672774218054,0.0,4.027017611590866,0.008054035223181731,0.48304479999999994,2942,3,0.23424600624053316,0.008515523437260452,6.332684396764779,10,6.609539040354959,3.8446176115908677,83.412,-0.16289472774219121,6.332684396764779,0,0,0,0,0,19,PRIMARY_ZERO_MAKER,97,1,0.007806415624840302,0,,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
23,1.257857142857168,21121,0,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.022439094856987363,0,-0.3714247277421919,0.0,4.027017611590866,0.008054035223181731,0.48304479999999994,2941,3,0.23253488021811572,0.008515523437260452,6.836475821416096,11,7.259416156506288,3.8446176115908677,83.412,-0.16289472774219121,6.836475821416096,0,0,0,0,0,20,EXECUTION_STRESS,3,1,0.007806415624840302,0,,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
19,1.257857142857168,21121,0,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.027332880591873214,0,-0.3714247277421919,0.0,4.279600209848016,0.00855920041969603,0.49282560000000003,2941,3,0.2295810591941836,0.008515523437260452,5.53672158911344,9,5.9596619242036315,3.8450000000000113,83.412,-0.16289472774219121,5.53672158911344,0,0,0,0,0,31,EXECUTION_STRESS,10,1,0.007806415624840302,0,,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
17,1.257857142857168,21121,0,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.030678216468426545,0,-0.3714247277421919,0.0,4.279600209848016,0.00855920041969603,0.48304479999999994,2942,3,0.23294727155407452,0.008515523437260452,4.88684447296211,8,5.309784808052302,3.8450000000000113,83.412,-0.16289472774219121,4.88684447296211,0,0,0,0,0,30,EXECUTION_STRESS,17,1,0.007806415624840302,0,,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
19,1.257857142857168,21121,0,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.027332880591873217,0,-0.3714247277421919,0.0,4.027017611590866,0.008054035223181731,0.48304479999999994,2943,3,0.2365206354438049,0.008515523437260452,5.536721589113439,9,5.959661924203631,3.8446176115908677,83.412,-0.16289472774219121,5.536721589113439,0,0,0,0,0,31,EXECUTION_STRESS,31,1,0.007806415624840302,0,,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
17,1.257857142857168,21121,0,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.030678216468426545,0,-0.3714247277421919,0.0,4.279600209848016,0.00855920041969603,0.48304479999999994,2942,3,0.2275139731596486,0.008515523437260452,4.88684447296211,8,5.309784808052302,3.8450000000000113,83.412,-0.16289472774219121,4.88684447296211,0,0,0,0,0,21,EXECUTION_STRESS,59,1,0.007806415624840302,0,,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
19,1.257857142857168,21121,0,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.027332880591873217,0,-0.3714247277421919,0.0,4.279600209848016,0.00855920041969603,0.5031,2939,3,0.2294714470766434,0.008515523437260452,5.536721589113439,9,5.959661924203631,3.8450000000000113,83.412,-0.16289472774219121,5.536721589113439,0,0,0,0,0,38,EXECUTION_STRESS,97,1,0.007806415624840302,0,,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
23,1.257857142857168,21121,0,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.022439094856987363,0,-0.2880127277422025,0.0,4.057903408068547,0.008115806816137095,0.48304479999999994,2940,3,0.23392618073311117,0.007915523437260453,6.573753478273811,11,7.259416156506288,3.8446176115908677,83.412,-0.16289472774219121,6.573753478273811,0,0,0,0,0,5,MAKER_PROMO_OFF,3,1,0.007806415624840302,0,,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
21,1.257857142857168,21121,0,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.024645399134134337,0,-0.2880127277422025,0.0,4.057903408068547,0.008115806816137095,0.48304479999999994,2941,3,0.23450279818236897,0.007915523437260453,5.957305979654616,10,6.609539040354959,3.8446176115908677,83.412,-0.16289472774219121,5.957305979654616,0,0,0,0,0,10,MAKER_PROMO_OFF,10,1,0.007806415624840302,0,,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
21,1.257857142857168,21121,0,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.024645399134134337,0,-0.2880127277422025,0.0,4.057903408068547,0.008115806816137095,0.48304479999999994,2941,3,0.23601589154801575,0.007915523437260453,5.957305979654616,10,6.609539040354959,3.8446176115908677,83.412,-0.16289472774219121,5.957305979654616,0,0,0,0,0,12,MAKER_PROMO_OFF,17,1,0.007806415624840302,0,,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
21,1.257857142857168,21121,0,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.024645399134134337,0,-0.2880127277422025,0.0,4.188703408068552,0.008377406816137103,0.48304479999999994,2941,3,0.23053826295062102,0.007915523437260453,5.957305979654616,10,6.609539040354959,3.8446176115908677,83.412,-0.16289472774219121,5.957305979654616,0,0,0,0,0,9,MAKER_PROMO_OFF,31,1,0.007806415624840302,0,,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
23,1.257857142857168,21121,0,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.022439094856987363,0,-0.2880127277422025,0.0,4.057903408068547,0.008115806816137095,0.48304479999999994,2940,3,0.2346319301423811,0.007915523437260453,6.573753478273811,11,7.259416156506288,3.8446176115908677,83.412,-0.16289472774219121,6.573753478273811,0,0,0,0,0,14,MAKER_PROMO_OFF,59,1,0.007806415624840302,0,,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
21,1.257857142857168,21121,0,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.024645399134134337,0,-0.2880127277422025,0.0,4.057903408068547,0.008115806816137095,0.48304479999999994,2942,3,0.23424600624053316,0.007915523437260453,5.957305979654616,10,6.609539040354959,3.8446176115908677,83.412,-0.16289472774219121,5.957305979654616,0,0,0,0,0,19,MAKER_PROMO_OFF,97,1,0.007806415624840302,0,,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
11,1.257857142857168,21122,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.8156492010274723,0.24682940075079096,0,-0.8973407518264457,0.0,4.027017611590866,0.008054035223181731,0.48304479999999994,2940,3,0.2317548989137814,0.008515523437260452,2.3775599679973176,5,3.3045058592958503,3.8446176115908677,81.69155079897251,-0.8156492010274723,2.3775599679973176,0,0,0,0,0,2,PRIMARY_ZERO_MAKER,3,1,0.007806415624840302,1,,1360.1643208028925,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
9,1.257857142857168,21122,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.8156492010274723,0.30725546957700034,0,-0.8973407518264457,0.0,4.027017611590866,0.008054035223181731,0.48304479999999994,2941,3,0.23199504276985744,0.008515523437260452,1.727682851845989,4,2.6546287431445217,3.8446176115908677,81.69155079897251,-0.8156492010274723,1.727682851845989,0,0,0,0,0,3,PRIMARY_ZERO_MAKER,10,1,0.007806415624840302,1,,1360.1643208028925,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
9,1.257857142857168,21122,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.8156492010274723,0.30725546957700034,0,-0.8973407518264457,0.0,4.027017611590866,0.008054035223181731,0.48304479999999994,2941,3,0.23146397718940936,0.008515523437260452,1.727682851845989,4,2.6546287431445217,3.8446176115908677,81.69155079897251,-0.8156492010274723,1.727682851845989,0,0,0,0,0,2,PRIMARY_ZERO_MAKER,17,1,0.007806415624840302,1,,1360.1643208028925,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
9,1.257857142857168,21122,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.8156492010274723,0.30725546957700034,0,-0.8973407518264457,0.0,4.157817611590869,0.008315635223181739,0.48304479999999994,2941,3,0.22760837067209777,0.008515523437260452,1.727682851845989,4,2.6546287431445217,3.8446176115908677,81.69155079897251,-0.8156492010274723,1.727682851845989,0,0,0,0,0,6,PRIMARY_ZERO_MAKER,31,1,0.007806415624840302,1,,1360.1643208028925,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
11,1.257857142857168,21122,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.8156492010274723,0.24682940075079096,0,-0.8973407518264457,0.0,4.027017611590866,0.008054035223181731,0.48304479999999994,2940,3,0.23192317345553293,0.008515523437260452,2.3775599679973176,5,3.3045058592958503,3.8446176115908677,81.69155079897251,-0.8156492010274723,2.3775599679973176,0,0,0,0,0,7,PRIMARY_ZERO_MAKER,59,1,0.007806415624840302,1,,1360.1643208028925,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
7,1.257857142857168,21122,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.0,0.0,0,2.2891231402355925,0.0,4.027017611590866,0.008054035223181731,0.48304479999999994,2942,3,0.2315926558723693,0.008515523437260452,4.2642696277567,3,2.004751626993193,3.8446176115908677,81.69155079897251,-0.0,4.2642696277567,0,0,0,0,0,10,PRIMARY_ZERO_MAKER,97,1,0.007806415624840302,1,,1360.1643208028925,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
11,1.257857142857168,21122,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.8156492010274723,0.24682940075079096,0,-1.0198780780248988,0.0,4.027017611590866,0.008054035223181731,0.48304479999999994,2941,3,0.23203699341479972,0.008515523437260452,2.23471207998147,5,3.3045058592958503,3.8446176115908677,81.69155079897251,-0.8156492010274723,2.23471207998147,0,0,0,0,0,5,EXECUTION_STRESS,3,1,0.007806415624840302,1,,1358.1220320329182,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
6,1.257857142857168,21122,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.0,0.0,0,0.7416000000000078,0.0,4.279600209848016,0.00855920041969603,0.49282560000000003,2940,3,0.22775003455532924,0.008515523437260452,1.8942448780036087,2,1.2636760707345638,3.8450000000000113,0.0,-0.0,1.8942448780036087,0,0,0,0,0,13,EXECUTION_STRESS,10,1,0.007806415624840302,1,,1358.1220320329182,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
6,1.257857142857168,21122,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.0,0.0,0,0.0,0.0,4.279600209848016,0.00855920041969603,0.48304479999999994,2942,3,0.22774464276985742,0.008515523437260452,2.015951417145193,3,2.004751626993193,3.8450000000000113,0.0,-0.0,2.015951417145193,0,0,0,0,0,9,EXECUTION_STRESS,17,1,0.007806415624840302,1,,1358.1220320329182,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
8,1.257857142857168,21122,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.0,0.0,0,0.7416000000000078,0.0,4.027017611590866,0.008054035223181731,0.48304479999999994,2943,3,0.23205834161575015,0.008515523437260452,2.544121994154937,3,1.9135531868858924,3.8446176115908677,0.0,-0.0,2.544121994154937,0,0,0,0,0,12,EXECUTION_STRESS,31,1,0.007806415624840302,1,,1358.1220320329182,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
6,1.257857142857168,21122,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.0,0.0,0,0.7416000000000078,0.0,4.279600209848016,0.00855920041969603,0.48304479999999994,2942,3,0.22416370176510522,0.008515523437260452,1.8942448780036087,2,1.2636760707345638,3.8450000000000113,0.0,-0.0,1.8942448780036087,0,0,0,0,0,12,EXECUTION_STRESS,59,1,0.007806415624840302,1,,1358.1220320329182,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
6,1.257857142857168,21122,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.0,0.0,0,0.0,0.0,4.279600209848016,0.00855920041969603,0.48304479999999994,2939,3,0.2269385389680923,0.008515523437260452,2.015951417145193,3,2.004751626993193,3.8450000000000113,0.0,-0.0,2.015951417145193,0,0,0,0,0,11,EXECUTION_STRESS,97,1,0.007806415624840302,1,,1358.1220320329182,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
11,1.257857142857168,21122,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.8156492010274723,0.24682940075079096,0,-0.9381865272259255,0.0,4.057903408068547,0.008115806816137095,0.48304479999999994,2940,3,0.2317548989137814,0.007915523437260453,2.1587039307466696,5,3.3045058592958503,3.8446176115908677,81.69155079897251,-0.8156492010274723,2.1587039307466696,0,0,0,0,0,2,MAKER_PROMO_OFF,3,1,0.007806415624840302,1,,1359.4835578795678,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
9,1.257857142857168,21122,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.8156492010274723,0.30725546957700034,0,-0.9381865272259255,0.0,4.057903408068547,0.008115806816137095,0.48304479999999994,2941,3,0.23199504276985744,0.007915523437260453,1.5422564321274743,4,2.6546287431445217,3.8446176115908677,81.69155079897251,-0.8156492010274723,1.5422564321274743,0,0,0,0,0,3,MAKER_PROMO_OFF,10,1,0.007806415624840302,1,,1359.4835578795678,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
9,1.257857142857168,21122,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.8156492010274723,0.30725546957700034,0,-0.9381865272259255,0.0,4.057903408068547,0.008115806816137095,0.48304479999999994,2941,3,0.23146397718940936,0.007915523437260453,1.5422564321274743,4,2.6546287431445217,3.8446176115908677,81.69155079897251,-0.8156492010274723,1.5422564321274743,0,0,0,0,0,2,MAKER_PROMO_OFF,17,1,0.007806415624840302,1,,1359.4835578795678,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
9,1.257857142857168,21122,1,1.5,NEUTRAL,R1_CONTROLLER_FAITHFUL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.8156492010274723,0.30725546957700034,0,-0.9381865272259255,0.0,4.188703408068552,0.008377406816137103,0.48304479999999994,2941,3,0.22760837067209777,0.007915523437260453,1.5422564321274743,4,2.6546287431445217,3.8446176115908677,81.69155079897251,-0.8156492010274723,1.5422564321274743,0,0,0,0,0,6,MAKER_PROMO_OFF,31,1,0.007806415624840302,1,,1359.4835578795678,atr_stop,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
